episode,date,ep_reward,peak_demand,avg_demand,peak_to_avg,load_variability,price_volatility,revenue,Model
1,2020-09-23,1.0501214176343283,0.5924725269358322,0.4980861577643292,1.189498077190417,0.1598680643228895,0.2357022470490144,14.323862746789423,High Gamma Model
2,2020-09-25,1.0433562859798549,0.6029175222501629,0.4980304974294391,1.2106036183769733,0.1591742566925896,0.221108307301162,14.244114701442037,High Gamma Model
3,2020-09-03,0.9741142488943956,0.6235912583293775,0.4896279345620398,1.2736022892304226,0.170593496275477,0.2295829447936564,13.558784514206144,High Gamma Model
4,2020-09-18,1.0769599013550888,0.5969548323575434,0.4996866008069648,1.194658474718946,0.136318923462631,0.1825741844747734,13.32795168714602,High Gamma Model
5,2020-09-02,0.9669541503727804,0.5869683703430209,0.4806602362639254,1.2211710602595442,0.1591135819285698,0.238047604269179,12.978826679442095,High Gamma Model
6,2020-09-08,1.092238756926334,0.5997679202489583,0.4941096857375533,1.213835586634352,0.1319412390212948,0.2211083069267559,14.04745035532878,High Gamma Model
7,2020-09-13,0.7900272487070531,0.5255678013612389,0.4204045969847319,1.250147608115537,0.2101907425693234,0.2271502055125511,12.530063260982551,High Gamma Model
8,2020-09-01,0.9035742625826892,0.5905550574045748,0.4711989163873413,1.2533030889211951,0.1848396611624918,0.223451448440887,13.333341363614572,High Gamma Model
9,2020-09-18,1.0769599013550888,0.5969548323575434,0.4996866008069648,1.194658474718946,0.136318923462631,0.1825741844747734,13.32795168714602,High Gamma Model
10,2020-09-30,0.9865707250023906,0.6293074495147644,0.5117759620362491,1.2296541772123923,0.1741236941116211,0.2504163073274285,14.243369526353794,High Gamma Model
11,2020-09-29,1.1745003081516692,0.6327577017948891,0.5257096437443383,1.2036258214479516,0.1439745093268116,0.1956115648065984,15.513699616115003,High Gamma Model
12,2020-09-18,1.0769599013550888,0.5969548323575434,0.4996866008069648,1.194658474718946,0.136318923462631,0.1825741844747734,13.32795168714602,High Gamma Model
13,2020-09-12,0.8617972683365384,0.5222258529643469,0.4251119653633304,1.2284430820901882,0.1945791177884845,0.1907587072335815,12.685088307686932,High Gamma Model
14,2020-09-24,1.161417232823358,0.6173497195703008,0.5287967246505482,1.167461315079575,0.1294294211792687,0.2448071666132309,15.010875889528029,High Gamma Model
15,2020-09-28,1.115233823276098,0.6210608824057667,0.5265087659749772,1.1795831760857771,0.14579943403938,0.253722274248988,15.194694487120644,High Gamma Model
16,2020-09-28,1.115233823276098,0.6210608824057667,0.5265087659749772,1.1795831760857771,0.14579943403938,0.253722274248988,15.194694487120644,High Gamma Model
17,2020-08-31,0.0055497909304497,0.4066121648199114,0.4066121648199114,1.0,0.0,0.0,0.2439673085863363,High Gamma Model
18,2020-09-21,0.8449326411176223,0.6015612637797352,0.4712346810210996,1.2765640730776353,0.1791834723248795,0.2645751153365523,12.695449926814373,High Gamma Model
19,2020-09-22,0.9552809198859182,0.5704063153823162,0.4672691499432793,1.2207232500830765,0.167805233897917,0.2119682784490426,13.028793594639778,High Gamma Model
20,2020-09-05,0.9336911846266668,0.5108075292749655,0.4358094939505786,1.1720890351528042,0.1709682384995241,0.1907587072335815,12.93803906164609,High Gamma Model
21,2020-09-15,0.8418993128567777,0.5749870759191201,0.4693402858657292,1.2250963602208542,0.2096847990118339,0.2119682784490426,13.146331296030349,High Gamma Model
22,2020-09-30,0.9865707250023906,0.6293074495147644,0.5117759620362491,1.2296541772123923,0.1741236941116211,0.2504163073274285,14.243369526353794,High Gamma Model
23,2020-09-21,0.8449326411176223,0.6015612637797352,0.4712346810210996,1.2765640730776353,0.1791834723248795,0.2645751153365523,12.695449926814373,High Gamma Model
24,2020-09-08,1.092238756926334,0.5997679202489583,0.4941096857375533,1.213835586634352,0.1319412390212948,0.2211083069267559,14.04745035532878,High Gamma Model
25,2020-09-09,0.949178380982332,0.5919440195509609,0.4792672891154875,1.2351020672481614,0.161876119809612,0.2229847971764211,12.736765045550392,High Gamma Model
26,2020-09-19,1.0571430140613596,0.5254749694613252,0.4571084501333831,1.1495630179402567,0.127705543209886,0.2160246770708544,13.38718987569337,High Gamma Model
27,2020-09-04,0.958461079879008,0.6179826643458691,0.4931385813317957,1.2531622706885213,0.1654886232353966,0.2379016962730626,13.187810391354864,High Gamma Model
28,2020-09-18,1.0769599013550888,0.5969548323575434,0.4996866008069648,1.194658474718946,0.136318923462631,0.1825741844747734,13.32795168714602,High Gamma Model
29,2020-09-17,0.9946149919047236,0.595548288411836,0.4904447557299591,1.2143024906555375,0.1594208692453064,0.2307896952854816,13.309848130159429,High Gamma Model
30,2020-09-18,1.0769599013550888,0.5969548323575434,0.4996866008069648,1.194658474718946,0.136318923462631,0.1825741844747734,13.32795168714602,High Gamma Model
31,2020-09-24,1.161417232823358,0.6173497195703008,0.5287967246505482,1.167461315079575,0.1294294211792687,0.2448071666132309,15.010875889528029,High Gamma Model
1,2020-09-23,-0.081994900987549,0.7309724524325601,0.5961127839199817,1.2262318006766335,0.2154004122167984,0.0,8.584024429546208,Long Exploration Model
2,2020-09-25,-0.044595319755015,0.7274673449049344,0.5945727355048708,1.223512787358503,0.2087692527681666,0.0,8.56184773148739,Long Exploration Model
3,2020-09-03,-0.078750504569946,0.7115171364927048,0.5776600993936934,1.23172283707929,0.2183391744814588,0.0,8.318305761808945,Long Exploration Model
4,2020-09-18,0.1682897595438579,0.6972997902289644,0.5807672721949853,1.200652694483884,0.1645116560465262,0.0,8.363049051925486,Long Exploration Model
5,2020-09-02,-0.0104654370609716,0.7023802269824893,0.5622153091081065,1.249308255402613,0.207391303366571,0.0,8.095900772858915,Long Exploration Model
6,2020-09-08,0.110521620932198,0.72612831506292,0.5885733567029047,1.2337091150890291,0.1777132402218386,0.0,8.475456673306203,Long Exploration Model
7,2020-09-13,-0.1829906521758594,0.6689044809321311,0.5099537620389001,1.3116963354828746,0.2552293618558687,0.0,7.343334465158044,Long Exploration Model
8,2020-09-01,-0.0830272699401602,0.6911166230173099,0.5604348588892517,1.2331792215549575,0.2225949842889116,0.0,8.070262288688623,Long Exploration Model
9,2020-09-18,0.1682897595438579,0.6972997902289644,0.5807672721949853,1.200652694483884,0.1645116560465262,0.0,8.363049051925486,Long Exploration Model
10,2020-09-30,-0.200844511815126,0.8009367616778091,0.6054613782949273,1.3228535962663228,0.233772804645838,0.0,8.718644193894733,Long Exploration Model
11,2020-09-29,0.0186408365511655,0.8053279918950031,0.6347592199607655,1.2687141306033816,0.1909529992870702,0.0,9.140533130647162,Long Exploration Model
12,2020-09-18,0.1682897595438579,0.6972997902289644,0.5807672721949853,1.200652694483884,0.1645116560465262,0.0,8.363049051925486,Long Exploration Model
13,2020-09-12,-0.1002071887895378,0.6646510920222031,0.5154542865859981,1.2894472105846249,0.2359845077741546,0.0,7.422542021783682,Long Exploration Model
14,2020-09-24,0.0472752951933851,0.7725611439962994,0.6300660516419407,1.226158974893218,0.1862885649432616,0.0,9.072951504170632,Long Exploration Model
15,2020-09-28,-0.0534684272622581,0.7904411307102556,0.6314690792337573,1.2517495419877085,0.2041008146521521,0.0,9.09315510229561,Long Exploration Model
16,2020-09-28,-0.0534684272622581,0.7904411307102556,0.6314690792337573,1.2517495419877085,0.2041008146521521,0.0,9.09315510229561,Long Exploration Model
17,2020-08-31,0.0055497909304497,0.4066121648199114,0.4066121648199114,1.0,0.0,0.0,0.2439673085863363,Long Exploration Model
18,2020-09-21,-0.0616269874358085,0.7077757295811942,0.5513529218051484,1.2837072256077144,0.2200569869370057,0.0,7.939482389480809,Long Exploration Model
19,2020-09-22,-0.0035384641547608,0.669436154545872,0.5524187304845458,1.2118274012155348,0.2074761198098916,0.0,7.954830035073993,Long Exploration Model
20,2020-09-05,0.0091179936058995,0.6501186799132829,0.5273742777286355,1.2327462816603398,0.2085235660439666,0.0,7.594189901058334,Long Exploration Model
21,2020-09-15,-0.2100795452540949,0.7272704287516969,0.5557983039644827,1.3085150198626223,0.2477808140788754,0.0,8.003495895118892,Long Exploration Model
22,2020-09-30,-0.200844511815126,0.8009367616778091,0.6054613782949273,1.3228535962663228,0.233772804645838,0.0,8.718644193894733,Long Exploration Model
23,2020-09-21,-0.0616269874358085,0.7077757295811942,0.5513529218051484,1.2837072256077144,0.2200569869370057,0.0,7.939482389480809,Long Exploration Model
24,2020-09-08,0.110521620932198,0.72612831506292,0.5885733567029047,1.2337091150890291,0.1777132402218386,0.0,8.475456673306203,Long Exploration Model
25,2020-09-09,0.0057842991678357,0.6826689200434254,0.5570700541208077,1.2254633236763073,0.2047062420849181,0.0,8.021809098097672,Long Exploration Model
26,2020-09-19,0.1229096246602711,0.6687863312401885,0.55062433203817,1.2145963996262834,0.1777089924726911,0.0,7.928990696419418,Long Exploration Model
27,2020-09-04,-0.0169147915899487,0.7054127357423454,0.5748392754985677,1.22714777122793,0.2066746140612322,0.0,8.277685896105046,Long Exploration Model
28,2020-09-18,0.1682897595438579,0.6972997902289644,0.5807672721949853,1.200652694483884,0.1645116560465262,0.0,8.363049051925486,Long Exploration Model
29,2020-09-17,0.0073630553407838,0.7091147594232086,0.5745455422366552,1.2342185384690083,0.2017207854781291,0.0,8.273456136965432,Long Exploration Model
30,2020-09-18,0.1682897595438579,0.6972997902289644,0.5807672721949853,1.200652694483884,0.1645116560465262,0.0,8.363049051925486,Long Exploration Model
31,2020-09-24,0.0472752951933851,0.7725611439962994,0.6300660516419407,1.226158974893218,0.1862885649432616,0.0,9.072951504170632,Long Exploration Model
